period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,zipcode
4/1/20,6/30/20,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,Condo/Co-op,3,605000.0,0.234693878,0.105022831,634750.0,0.024616626,0.123451327,625.9780908,0.091448979,0.15564965,593.3251105,0.01322928,0.061113728,13.0,0.181818182,-0.535714286,12.0,0.714285714,0.714285714,42.0,0.68,0.35483871,29.0,0.611111111,1.416666667,,,,9.5,-6.5,-6.0,0.982877671,-0.001098799,-0.003456777,0.076923077,-0.013986014,-0.208791209,,,,0.75,0.035714286,0.321428571,"Seattle, WA",42644,7/15/24 17:39,98116
7/1/17,9/30/17,90,zip code,2,40820,f,Zip Code: 98107,,Washington,WA,Single Family Residential,6,853750.0,-0.007209721,0.130794702,865000.0,0.096324461,0.168997905,466.211878,-0.033323943,0.036635823,437.1019939,-0.007880125,0.025844198,58.0,-0.183098592,0.01754386,16.0,-0.111111111,0.066666667,54.0,-0.169230769,-0.1,9.0,-0.181818182,-0.1,,,,7.0,0.0,-1.0,1.070612764,-0.007324456,0.021125867,0.586206897,-0.033511413,0.042347247,,,,0.6875,-0.090277778,-0.045833333,"Seattle, WA",42644,7/15/24 17:39,98107
11/1/19,1/31/20,90,zip code,2,40831,f,Zip Code: 98118,,Washington,WA,All Residential,-1,547000.0,-0.023214286,-0.048695652,582450.0,0.012956522,-0.029128641,368.6131387,-0.041605839,0.121950857,372.9229214,-0.030292659,0.016146192,117.0,-0.158273381,0.329545455,34.0,0.096774194,0.0625,102.0,0.051546392,0.159090909,57.0,0.1875,-0.161764706,,,,39.0,11.5,2.0,0.990075511,-0.000819577,0.016103615,0.170940171,-0.030498678,0.011849262,,,,0.588235294,0.168880455,0.025735294,"Seattle, WA",42644,7/15/24 17:39,98118
2/1/16,4/30/16,90,zip code,2,40861,f,Zip Code: 98168,,Washington,WA,Townhouse,13,329950.0,0.11856937,,339950.0,0.014927601,,211.5064103,0.330874015,,217.9166667,0.014927601,,3.0,0.5,,2.0,1.0,,5.0,1.5,,1.0,,,,,,5.0,-42.5,,0.978417266,0.010791367,,0.0,0.0,,,,,1.0,0.0,,"Seattle, WA",42644,7/15/24 17:39,98168
6/1/20,8/31/20,90,zip code,2,40819,f,Zip Code: 98106,,Washington,WA,Single Family Residential,6,588000.0,0.051878354,-0.034482759,599000.0,0.006722689,0.052724077,397.7848101,0.016813743,0.128262371,379.1139241,-0.042791693,0.145529891,94.0,0.253333333,-0.182608696,33.0,0.137931034,0.32,126.0,0.115044248,0.135135135,48.0,0.043478261,-0.2,,,,7.0,1.0,-11.0,1.013639166,-0.004424607,0.011149985,0.489361702,-0.017304965,0.219796485,,,,0.636363636,0.084639498,0.236363636,"Seattle, WA",42644,7/15/24 17:39,98106
12/1/19,2/29/20,90,zip code,2,40860,f,Zip Code: 98166,,Washington,WA,All Residential,-1,525000.0,-0.007561437,-0.027777778,635000.0,0.058421535,0.058333333,301.980198,0.001086838,0.130592529,329.0613093,0.073834967,0.12184775,55.0,-0.083333333,0.341463415,11.0,-0.214285714,0.571428571,49.0,0.324324324,0.361111111,27.0,0.588235294,-0.15625,,,,25.5,-8.5,-11.5,0.979020051,-0.002043286,-0.004554187,0.272727273,0.039393939,0.126385809,,,,0.818181818,0.103896104,-0.038961039,"Seattle, WA",42644,7/15/24 17:39,98166
6/1/22,8/31/22,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,475500.0,-0.00105042,0.105813953,479000.0,0.019148936,0.066815145,534.95116,0.001428571,0.182806585,511.4320096,-0.038773096,-0.03519504,40.0,-0.024390244,0.025641026,19.0,0.461538462,0.0,47.0,-0.020833333,-0.078431373,9.0,-0.470588235,-0.1,,,,6.5,0.5,-0.5,1.02165496,-0.03433759,-0.001335314,0.4,-0.209756098,-0.087179487,,,,0.473684211,-0.218623482,-0.263157895,"Seattle, WA",42644,7/15/24 17:39,98115
1/1/21,3/31/21,90,zip code,2,40840,f,Zip Code: 98131,,Washington,WA,All Residential,-1,560000.0,0.210810811,1.081784387,494000.0,-0.05815062,0.353517364,308.4222468,0.07862369,0.153382817,263.3975813,-0.117408017,0.080780168,4.0,-0.333333333,0.333333333,1.0,-0.666666667,0.0,4.0,0.0,1.0,,,,,,,8.0,-14.5,-67.0,1.056418576,0.050080192,0.085954441,0.5,0.166666667,0.5,,,,1.0,0.0,0.0,"Seattle, WA",42644,7/15/24 17:39,98131
5/1/23,7/31/23,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,Townhouse,13,806250.0,-0.016768293,-0.091544178,807497.5,-0.009205521,-0.101782536,576.456194,-0.012542358,0.001079029,568.0694107,0.026343893,0.043769811,16.0,0.230769231,-0.111111111,4.0,0.0,-0.2,16.0,0.066666667,-0.36,5.0,-0.375,-0.375,,,,6.0,0.0,-1.0,1.007596708,-0.00162168,-0.009563881,0.3125,0.004807692,-0.020833333,,,,0.5,-0.5,-0.3,"Seattle, WA",42644,7/15/24 17:39,98116
3/1/17,5/31/17,90,zip code,2,40867,f,Zip Code: 98178,,Washington,WA,Multi-Family (2-4 Unit),4,325000.0,0.0,-0.071428571,464500.0,0.0,-0.115238095,216.6666667,0.0,1.061428571,278.258427,0.0,-0.098972713,1.0,0.0,0.0,,,,2.0,0.0,1.0,2.0,0.0,0.0,,,,3.0,0.0,-1092.0,0.984848485,0.0,-0.015294393,0.0,0.0,-1.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98178
12/1/16,2/28/17,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Townhouse,13,226500.0,0.313043478,,347000.0,0.692682927,,178.7758163,0.127141915,,185.0994171,0.216290479,,4.0,0.0,,2.0,1.0,,4.0,1.0,,1.0,,,,,,34.0,17.5,,0.981979907,-0.018048606,,0.0,-0.25,,,,,1.0,1.0,,"Seattle, WA",42644,7/15/24 17:39,98188
7/1/20,9/30/20,90,zip code,2,40877,f,Zip Code: 98199,,Washington,WA,Condo/Co-op,3,440000.0,0.028037383,0.167108753,440000.0,0.035294118,-0.020044543,472.7298666,0.043614011,0.164603268,463.6459431,0.0,0.02807689,22.0,0.1,0.375,4.0,-0.6,-0.2,25.0,0.086956522,0.785714286,11.0,-0.083333333,0.222222222,,,,7.0,0.5,-26.5,1.001070994,-0.005038488,0.010396869,0.318181818,-0.031818182,0.193181818,,,,0.5,-0.2,-0.1,"Seattle, WA",42644,7/15/24 17:39,98199
4/1/17,6/30/17,90,zip code,2,40840,f,Zip Code: 98131,,Washington,WA,All Residential,-1,403500.0,0.026717557,0.213533835,381950.0,0.0,-0.045005626,223.6668861,0.152795039,0.17517609,292.2428546,0.0,0.507164407,4.0,-0.6,3.0,1.0,-0.5,-0.5,6.0,0.5,-0.142857143,3.0,0.5,-0.25,,,,6.5,-4.0,-17.5,0.984983088,-0.027117839,0.023722608,0.5,0.1,0.5,,,,1.0,0.0,0.5,"Seattle, WA",42644,7/15/24 17:39,98131
10/1/18,12/31/18,90,zip code,2,40876,f,Zip Code: 98198,,Washington,WA,Condo/Co-op,3,232500.0,0.061765042,-0.039256198,229950.0,-0.021489362,-0.079831933,245.3713671,-0.058882981,-0.013348819,226.9384927,-0.129164253,-0.054824222,27.0,0.125,-0.181818182,6.0,-0.5,,18.0,-0.454545455,0.2,7.0,-0.5,0.4,,,,36.5,18.5,20.5,0.986853959,0.001733684,-0.011071882,0.259259259,0.009259259,-0.013468013,,,,0.166666667,0.0,,"Seattle, WA",42644,7/15/24 17:39,98198
6/1/21,8/31/21,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Multi-Family (2-4 Unit),4,867000.0,-0.085443038,0.090566038,998000.0,0.08008658,0.023589744,405.1401869,0.0,0.048086798,452.21843,0.169984098,0.193856928,5.0,0.0,1.5,1.0,-0.5,0.0,5.0,-0.166666667,-0.166666667,3.0,0.5,-0.4,,,,10.0,1.5,-26.0,1.030684094,-0.014042553,0.022821407,0.4,-0.2,-0.1,,,,1.0,1.0,0.0,"Seattle, WA",42644,7/15/24 17:39,98117
9/1/18,11/30/18,90,zip code,2,40877,f,Zip Code: 98199,,Washington,WA,Condo/Co-op,3,485000.0,0.071823204,0.239616613,548950.0,0.02617067,0.276687288,520.141196,-0.000235525,0.116920217,463.5761589,0.0,0.065321257,15.0,-0.0625,-0.318181818,5.0,0.25,4.0,19.0,0.0,-0.095238095,13.0,0.083333333,1.6,,,,18.0,0.0,10.0,0.973005554,-0.006463625,-0.057394657,0.066666667,-0.058333333,-0.342424242,,,,0.4,-0.1,0.4,"Seattle, WA",42644,7/15/24 17:39,98199
8/1/13,10/31/13,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,Condo/Co-op,3,321750.0,-0.144850498,0.07267878,289919.0,-0.17166,-0.291151589,336.6025641,-0.02622548,0.213809246,343.2800477,0.000416139,0.025591303,30.0,-0.25,0.2,6.0,-0.454545455,2.0,28.0,-0.151515152,0.272727273,24.0,-0.04,-0.076923077,,,,31.0,4.0,-28.0,1.008773456,0.003859884,0.037392799,0.3,0.05,0.1,,,,0.5,0.136363636,0.5,"Seattle, WA",42644,7/15/24 17:39,98116
12/1/21,2/28/22,90,zip code,2,40861,f,Zip Code: 98168,,Washington,WA,Condo/Co-op,3,241250.0,0.005208333,0.135294118,247500.0,0.1,0.186196981,249.2659811,0.047894634,0.284463357,265.3799759,0.32159228,-0.106886465,4.0,-0.2,-0.333333333,3.0,0.5,0.5,5.0,0.666666667,1.5,,,,,,,13.0,0.0,-37.0,0.99312309,-0.033594491,0.010438705,0.25,-0.15,0.083333333,,,,0.666666667,-0.333333333,0.166666667,"Seattle, WA",42644,7/15/24 17:39,98168
6/1/15,8/31/15,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,Condo/Co-op,3,391000.0,0.031662269,0.261290323,365000.0,-0.031830239,0.089714883,462.1848739,0.021139706,0.204569328,479.7504798,0.049282388,0.245624639,73.0,-0.026666667,0.196721311,17.0,-0.260869565,0.0,68.0,-0.028571429,0.236363636,18.0,0.636363636,-0.142857143,,,,9.0,2.0,-4.0,1.021835952,-0.008713359,0.018073045,0.479452055,-0.093881279,0.13518976,,,,0.764705882,0.112531969,0.352941176,"Seattle, WA",42644,7/15/24 17:39,98102
8/1/23,10/31/23,90,zip code,2,40814,f,Zip Code: 98101,,Washington,WA,Condo/Co-op,3,585000.0,-0.01680507,-0.170212766,639000.0,-0.016923077,-0.060190462,722.3183391,-0.026511875,-0.113730884,793.3333333,0.063230241,-0.002245845,37.0,-0.139534884,-0.195652174,6.0,-0.333333333,-0.4,53.0,-0.231884058,-0.220588235,72.0,-0.052631579,-0.01369863,,,,38.0,5.5,-20.0,0.984471818,0.002580243,0.001604129,0.162162162,0.069138906,0.096944771,,,,0.0,-0.444444444,-0.2,"Seattle, WA",42644,7/15/24 17:39,98101
5/1/12,7/31/12,90,zip code,2,40843,f,Zip Code: 98134,,Washington,WA,Condo/Co-op,3,2091500.0,-0.477125,,,,,795.6005398,-0.433134615,,,,,2.0,1.0,,,,,,,,2.0,0.0,,,,,536.5,-243.5,,0.914289937,0.024412295,,0.0,0.0,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98134
1/1/22,3/31/22,90,zip code,2,40822,f,Zip Code: 98109,,Washington,WA,All Residential,-1,558944.0,-0.083698361,-0.24467027,670000.0,0.030769231,-0.129841878,635.3074156,0.022534839,0.039593953,662.7253446,0.032399418,0.071638304,82.0,-0.012048193,-0.344,35.0,0.944444444,-0.186046512,96.0,0.391304348,-0.304347826,27.0,0.08,-0.578125,,,,22.0,1.0,-17.5,1.016265749,0.01165725,0.023922041,0.365853659,0.028504261,0.205853659,,,,0.828571429,-0.004761905,0.200664452,"Seattle, WA",42644,7/15/24 17:39,98109
2/1/15,4/30/15,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,All Residential,-1,371268.5,0.045826761,0.096076463,365000.0,0.042857143,0.043006144,232.1428571,0.0,0.132519999,236.2726755,-0.006947636,0.103553889,186.0,0.2,0.17721519,89.0,0.328358209,0.1125,236.0,0.235602094,0.092592593,65.0,-0.015151515,-0.109589041,,,,8.0,-9.0,-6.0,1.003789566,0.006019051,-2.08e-05,0.408602151,0.060215054,0.028855315,,,,0.786516854,0.085024317,0.186516854,"Seattle, WA",42644,7/15/24 17:39,98133
8/1/19,10/31/19,90,zip code,2,40848,f,Zip Code: 98144,,Washington,WA,Single Family Residential,6,865000.0,0.050394657,0.069824277,829000.0,-0.023557126,0.063502245,403.0176322,-0.079682395,-0.080029801,417.9069767,-0.039801135,-0.058592542,65.0,-0.044117647,0.354166667,15.0,-0.25,-0.464285714,59.0,-0.119402985,-0.344444444,37.0,-0.119047619,-0.26,,,,23.0,3.0,11.0,0.987503341,-0.008183515,-0.00234999,0.215384615,-0.019909502,-0.055448718,,,,0.466666667,0.066666667,-0.033333333,"Seattle, WA",42644,7/15/24 17:39,98144
7/1/16,9/30/16,90,zip code,2,40820,f,Zip Code: 98107,,Washington,WA,Multi-Family (2-4 Unit),4,928775.0,0.006802168,0.196875,960000.0,0.185185185,0.211394681,327.1227819,-0.025575293,0.103546734,329.5052045,0.0,0.180082308,4.0,-0.5,-0.692307692,1.0,0.0,-0.5,4.0,-0.333333333,-0.333333333,1.0,0.0,,,,,12.5,1.5,4.5,1.042509444,0.015817781,0.012825172,0.75,0.25,0.134615385,,,,0.0,-1.0,-0.5,"Seattle, WA",42644,7/15/24 17:39,98107
12/1/15,2/29/16,90,zip code,2,40877,f,Zip Code: 98199,,Washington,WA,Multi-Family (2-4 Unit),4,1220000.0,0.0,1.489795918,1200000.0,-0.076212471,1.285931994,310.43257,0.0,0.140364543,697.6744186,1.110747086,1.286340252,1.0,0.0,0.0,1.0,,,1.0,0.0,-0.5,,,,,,,13.0,0.0,-8.0,0.939183988,0.0,-0.012457108,0.0,0.0,0.0,,,,0.0,,,"Seattle, WA",42644,7/15/24 17:39,98199
4/1/20,6/30/20,90,zip code,2,40850,f,Zip Code: 98146,,Washington,WA,Single Family Residential,6,575000.0,-0.046434494,0.105769231,549500.0,-0.016994633,0.061887048,335.5464694,0.031565717,0.040081559,319.3747011,-0.036596976,0.029829909,62.0,0.319148936,-0.354166667,34.0,0.172413793,0.259259259,98.0,0.101123596,-0.183333333,38.0,0.151515152,-0.283018868,,,,7.0,0.0,0.0,1.01493425,-0.002218019,0.013140137,0.467741935,0.020933425,0.061491935,,,,0.705882353,0.119675456,0.150326797,"Seattle, WA",42644,7/15/24 17:39,98146
12/1/13,2/28/14,90,zip code,2,40816,f,Zip Code: 98103,,Washington,WA,Single Family Residential,6,570000.0,-0.008695652,0.190662698,575000.0,0.064913418,0.047358834,282.4427481,-0.038186657,0.129827484,279.6856031,-0.01380788,0.05809124,65.0,-0.1875,-0.044117647,19.0,0.266666667,-0.344827586,52.0,0.04,-0.235294118,16.0,0.066666667,-0.36,,,,7.0,-1.5,-21.0,1.020176479,0.001309619,0.029409436,0.476923077,0.039423077,0.168099548,,,,0.736842105,-0.196491228,-0.021778584,"Seattle, WA",42644,7/15/24 17:39,98103
2/1/18,4/30/18,90,zip code,2,40816,f,Zip Code: 98103,,Washington,WA,Townhouse,13,812000.0,-0.026320523,0.214205607,777475.0,-0.051801939,0.297954925,550.0814996,-0.035363924,0.193804643,530.3415841,-0.011900764,0.188778639,47.0,0.27027027,-0.020833333,22.0,-0.083333333,0.294117647,60.0,0.2,0.276595745,5.0,0.25,-0.285714286,,,,6.0,-1.0,-2.0,1.046940895,-0.001060522,-0.017163502,0.638297872,0.097757332,-0.132535461,,,,0.954545455,0.121212121,0.013368984,"Seattle, WA",42644,7/15/24 17:39,98103
2/1/22,4/30/22,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,All Residential,-1,383096.0,-0.048208696,-0.201883333,504500.0,0.188527004,0.187058824,339.8328691,-0.011571827,0.266840881,325.6557864,0.009250849,0.181790639,59.0,0.113207547,0.113207547,26.0,0.130434783,0.04,70.0,0.09375,0.272727273,7.0,-0.461538462,-0.5,,,,6.0,0.0,-1.0,1.110711008,0.030367811,0.092843992,0.796610169,0.098496962,0.249440358,,,,0.807692308,-0.105351171,0.127692308,"Seattle, WA",42644,7/15/24 17:39,98188
2/1/12,4/30/12,90,zip code,2,40867,f,Zip Code: 98178,,Washington,WA,Multi-Family (2-4 Unit),4,74000.0,,,,,,37.75510204,,,,,,1.0,,,,,,,,,,,,,,,30.0,,,0.892641737,,,0.0,,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98178
5/1/19,7/31/19,90,zip code,2,40832,f,Zip Code: 98119,,Washington,WA,All Residential,-1,929250.0,0.020032931,0.034223706,910000.0,0.0,0.02247191,575.6546365,0.016874586,0.032308832,573.1481481,0.01099575,0.011001906,143.0,0.07518797,0.276785714,35.0,-0.285714286,0.060606061,160.0,-0.14893617,-0.106145251,82.0,-0.154639175,0.123287671,,,,14.5,1.5,6.5,0.993720344,-0.000485021,-0.040462419,0.237762238,-0.010358063,-0.289023477,,,,0.228571429,-0.240816327,-0.225974026,"Seattle, WA",42644,7/15/24 17:39,98119
4/1/24,6/30/24,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Condo/Co-op,3,450000.0,-0.113300493,-0.061032864,449950.0,-0.025027086,-0.086395939,486.7872045,-0.005550431,0.009212721,500.3335557,0.045064267,0.007121756,27.0,-0.15625,0.038461538,18.0,1.571428571,1.0,45.0,0.071428571,0.25,24.0,-0.076923077,0.411764706,,,,18.0,5.0,9.5,1.001309057,0.003288706,0.000523908,0.333333333,0.114583333,0.025641026,,,,0.5,0.357142857,-0.277777778,"Seattle, WA",42644,7/15/24 17:39,98115
10/1/12,12/31/12,90,zip code,2,40860,f,Zip Code: 98166,,Washington,WA,Single Family Residential,6,312000.0,0.0,-0.068656716,274500.0,-0.083395943,-0.183643123,170.1517015,0.168823238,0.12448081,146.9565217,-0.104673552,-0.030691328,53.0,-0.070175439,0.0,6.0,-0.5,0.0,41.0,-0.240740741,-0.240740741,34.0,-0.209302326,-0.564102564,,,,34.0,-11.0,-59.0,0.978758614,1.97e-05,0.023543912,0.226415094,-0.001655081,0.094339623,,,,0.166666667,-0.25,-0.166666667,"Seattle, WA",42644,7/15/24 17:39,98166
2/1/19,4/30/19,90,zip code,2,40832,f,Zip Code: 98119,,Washington,WA,Single Family Residential,6,1289500.0,0.151339286,0.081341719,1295000.0,0.007782101,0.072463768,517.8571429,-0.058318546,-0.016730665,564.2857143,0.00600882,0.082226773,33.0,1.0625,0.03125,24.0,0.411764706,0.6,67.0,0.395833333,0.595238095,28.0,0.12,1.545454545,,,,13.0,-26.0,4.5,0.989130609,0.00750313,-0.046556732,0.212121212,0.024621212,-0.256628788,,,,0.666666667,0.137254902,0.133333333,"Seattle, WA",42644,7/15/24 17:39,98119
1/1/20,3/31/20,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,Multi-Family (2-4 Unit),4,1625000.0,-0.1875,0.015625,1250000.0,0.0,-0.174917492,457.3694331,-0.314860589,-0.029951342,520.8333333,0.0,0.079426376,2.0,1.0,-0.6,,,,3.0,0.0,-0.5,3.0,0.0,2.0,,,,16.0,,-41.5,1.0,0.0,0.034469697,0.0,0.0,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98102
8/1/19,10/31/19,90,zip code,2,40821,f,Zip Code: 98108,,Washington,WA,Condo/Co-op,3,985000.0,9.368421053,,500800.0,0.0,,303.1702062,0.965819442,,884.7701149,0.0,,1.0,0.0,,,,,5.0,0.0,,5.0,0.0,,,,,154.0,-28.0,,0.985004925,0.193338258,,0.0,0.0,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98108
6/1/17,8/31/17,90,zip code,2,40850,f,Zip Code: 98146,,Washington,WA,Single Family Residential,6,470250.0,0.0,0.148381094,462475.0,-0.005430108,0.195180256,287.9576497,0.038448959,0.221570467,280.7428996,-0.023010802,0.186249487,136.0,0.172413793,0.133333333,39.0,-0.25,-0.25,144.0,-0.046357616,0.014084507,31.0,-0.03125,-0.295454545,,,,9.0,1.0,1.0,1.039842936,-0.016719666,0.012527094,0.544117647,-0.067951318,-0.04754902,,,,0.641025641,0.102564103,0.102564103,"Seattle, WA",42644,7/15/24 17:39,98146
10/1/12,12/31/12,90,zip code,2,40819,f,Zip Code: 98106,,Washington,WA,All Residential,-1,241500.0,0.17804878,0.258140141,250000.0,-0.038350579,0.389274799,152.0574845,0.158533215,0.18001516,154.8393945,-0.027105572,0.152829368,80.0,0.15942029,0.481481481,18.0,-0.4,0.285714286,76.0,-0.155555556,0.101449275,54.0,-0.114754098,-0.4,,,,32.5,-10.5,-34.0,0.989533119,0.002353664,0.020014501,0.2625,-0.05634058,0.114351852,,,,0.388888889,-0.044444444,0.246031746,"Seattle, WA",42644,7/15/24 17:39,98106
9/1/14,11/30/14,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,Multi-Family (2-4 Unit),4,833000.0,0.175590618,,884000.0,0.01843318,,292.5531915,0.084063938,,299.3917938,0.023468629,,3.0,-0.25,,,,,4.0,-0.2,,2.0,0.0,,,,,26.0,14.0,,0.993363639,-0.012452619,,0.333333333,-0.166666667,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98117
9/1/23,11/30/23,90,zip code,2,40816,f,Zip Code: 98103,,Washington,WA,Single Family Residential,6,1011000.0,-0.008823529,-0.040796964,1025000.0,-0.053991694,-0.023716544,544.7205844,0.015190273,0.007524517,542.5531915,-0.004191261,-0.07055525,76.0,0.027027027,-0.095238095,31.0,0.0,0.192307692,91.0,-0.071428571,0.070588235,16.0,-0.428571429,-0.542857143,,,,7.0,0.0,-5.5,1.012618711,-0.009758019,0.012503263,0.460526316,-0.052987198,0.17481203,,,,0.64516129,0.064516129,0.222084367,"Seattle, WA",42644,7/15/24 17:39,98103
8/1/19,10/31/19,90,zip code,2,40818,f,Zip Code: 98105,,Washington,WA,Condo/Co-op,3,446000.0,-0.093495935,-0.096251266,429000.0,-0.091582848,-0.17816092,490.5513817,0.009454022,0.035739851,516.6858458,-0.048413204,-0.068600143,8.0,-0.384615385,0.0,2.0,-0.333333333,1.0,19.0,0.055555556,0.9,18.0,0.2,1.25,,,,19.0,-19.0,-11.0,0.974919958,-0.007609073,-0.001787797,0.25,0.019230769,0.25,,,,0.0,-0.666666667,-1.0,"Seattle, WA",42644,7/15/24 17:39,98105
6/1/20,8/31/20,90,zip code,2,40850,f,Zip Code: 98146,,Washington,WA,All Residential,-1,565950.0,-0.011441048,0.109705882,575000.0,0.026785714,0.12745098,323.5294118,-0.013857564,0.027711529,323.705036,-0.00081079,0.044977651,107.0,0.215909091,0.028846154,43.0,0.075,0.72,127.0,0.076271186,0.104347826,39.0,-0.152173913,-0.338983051,,,,8.0,-1.0,-6.5,1.014273264,0.006551833,0.008791612,0.46728972,0.012744265,0.159597412,,,,0.604651163,-0.070348837,0.164651163,"Seattle, WA",42644,7/15/24 17:39,98146
10/1/22,12/31/22,90,zip code,2,40851,f,Zip Code: 98148,,Washington,WA,Single Family Residential,6,610000.0,0.016666667,-0.106194366,592475.0,-0.011718098,-0.147517986,326.0956396,-0.16901273,0.059201091,365.7082153,0.010472626,-0.012412548,12.0,-0.076923077,-0.6,1.0,0.0,-0.75,4.0,-0.6,-0.764705882,5.0,-0.285714286,0.25,,,,49.0,36.5,42.5,0.986302123,-0.006855977,-0.040962994,0.25,0.096153846,-0.183333333,,,,0.0,0.0,-1.0,"Seattle, WA",42644,7/15/24 17:39,98148
11/1/18,1/31/19,90,zip code,2,40842,f,Zip Code: 98133,,Washington,WA,Multi-Family (2-4 Unit),4,1051500.0,0.20862069,0.168333333,775000.0,0.016393443,0.040268456,292.1047882,-0.098534161,-0.034385029,302.734375,-0.064464565,-0.065383809,2.0,-0.5,-0.333333333,,,,3.0,-0.25,2.0,3.0,0.5,,,,,130.0,100.5,121.0,0.957931034,-0.017539025,-0.037595242,0.0,0.0,-0.333333333,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98133
9/1/18,11/30/18,90,zip code,2,40829,f,Zip Code: 98116,,Washington,WA,Condo/Co-op,3,419500.0,-0.230275229,-0.15678392,457000.0,-0.089641434,-0.076767677,495.915986,-0.079743531,-0.008910574,516.5241585,0.024400185,0.110526941,19.0,0.0,-0.136363636,9.0,-0.1,0.125,32.0,-0.111111111,0.523809524,13.0,-0.315789474,3.333333333,,,,16.0,7.0,8.0,0.991075565,-0.016132792,-0.019711839,0.052631579,-0.263157895,-0.401913876,,,,0.333333333,0.133333333,-0.541666667,"Seattle, WA",42644,7/15/24 17:39,98116
5/1/12,7/31/12,90,zip code,2,40848,f,Zip Code: 98144,,Washington,WA,Townhouse,13,275000.0,0.118113438,0.195652174,307450.0,-0.031501024,0.142936803,220.1257862,0.153762741,0.145112133,212.7509421,-0.009436897,0.083263383,15.0,0.0,-0.210526316,3.0,-0.4,0.0,16.0,0.0,-0.238095238,10.0,0.25,-0.5,,,,27.0,2.0,-14.0,0.969165425,-0.003317488,-0.014459941,0.066666667,-0.066666667,-0.038596491,,,,0.333333333,-0.066666667,0.333333333,"Seattle, WA",42644,7/15/24 17:39,98144
2/1/23,4/30/23,90,zip code,2,40854,f,Zip Code: 98155,,Washington,WA,All Residential,-1,750000.0,0.041666667,-0.085365854,750000.0,0.001335113,-0.103407053,448.4848485,0.010394176,-0.114242424,454.3416801,0.00782655,-0.001749125,97.0,0.2125,-0.281481481,39.0,0.083333333,-0.264150943,113.0,0.189473684,-0.357954545,32.0,0.0,0.032258065,,,,9.0,-10.0,3.0,1.019069475,0.011694976,-0.111097653,0.412371134,0.062371134,-0.328369607,,,,0.820512821,0.042735043,-0.104015481,"Seattle, WA",42644,7/15/24 17:39,98155
9/1/18,11/30/18,90,zip code,2,40820,f,Zip Code: 98107,,Washington,WA,Condo/Co-op,3,507000.0,-0.014577259,0.03978671,499950.0,-0.0001,0.042648592,628.8915795,-0.038468814,0.044173753,630.0863073,-0.001943289,0.085216064,26.0,-0.133333333,-0.380952381,13.0,0.857142857,-0.071428571,36.0,-0.12195122,-0.052631579,14.0,-0.363636364,13.0,,,,21.5,10.5,14.5,0.986975675,-0.012362446,-0.066761843,0.076923077,-0.156410256,-0.684981685,,,,0.076923077,-0.065934066,-0.708791209,"Seattle, WA",42644,7/15/24 17:39,98107
10/1/20,12/31/20,90,zip code,2,40828,f,Zip Code: 98115,,Washington,WA,Single Family Residential,6,940000.0,-0.010526316,0.169154229,877500.0,-0.023915462,0.002857143,431.4159292,-0.037205914,0.005456016,433.367284,-0.008610376,-0.015388218,149.0,-0.148571429,0.056737589,31.0,-0.326086957,0.55,116.0,-0.251612903,0.546666667,16.0,-0.428571429,0.333333333,,,,7.0,0.0,-10.0,1.024090641,-0.0063749,0.024984826,0.476510067,-0.032061361,0.192822124,,,,0.709677419,0.122720898,0.309677419,"Seattle, WA",42644,7/15/24 17:39,98115
